Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,55,27,0.671,100,30,2019-02-11
E,AT,Philadelphia 76ers,50,32,0.61,100,0,2019-02-11
E,AT,Boston Celtics,49,33,0.598,99,0,2019-02-11
E,AT,Brooklyn Nets,41,41,0.5,83,0,2019-02-11
E,AT,New York Knicks,22,60,0.268,0,0,2019-02-11
E,CE,Milwaukee Bucks,57,25,0.695,99,65,2019-02-11
E,CE,Indiana Pacers,51,31,0.622,100,2,2019-02-11
E,CE,Detroit Pistons,39,43,0.476,49,0,2019-02-11
E,CE,Chicago Bulls,24,58,0.293,0,0,2019-02-11
E,CE,Cleveland Cavaliers,22,60,0.268,0,0,2019-02-11
E,SE,Charlotte Hornets,40,42,0.488,73,0,2019-02-11
E,SE,Miami Heat,39,43,0.476,50,0,2019-02-11
E,SE,Orlando Magic,37,45,0.451,24,0,2019-02-11
E,SE,Washington Wizards,36,46,0.439,18,0,2019-02-11
E,SE,Atlanta Hawks,30,52,0.366,0,0,2019-02-11
W,NW,Denver Nuggets,51,31,0.622,99,14,2019-02-11
W,NW,Oklahoma City Thunder,50,32,0.61,99,7,2019-02-11
W,NW,Portland Trail Blazers,47,35,0.573,94,0,2019-02-11
W,NW,Utah Jazz,46,36,0.561,90,0,2019-02-11
W,NW,Minnesota Timberwolves,38,44,0.463,4,0,2019-02-11
W,PA,Golden State Warriors,55,27,0.671,99,77,2019-02-11
W,PA,Los Angeles Clippers,44,38,0.537,68,0,2019-02-11
W,PA,Sacramento Kings,42,40,0.512,45,0,2019-02-11
W,PA,Los Angeles Lakers,41,41,0.5,19,0,2019-02-11
W,PA,Phoenix Suns,21,61,0.256,0,0,2019-02-11
W,SW,Houston Rockets,46,36,0.561,89,0,2019-02-11
W,SW,San Antonio Spurs,44,38,0.537,75,0,2019-02-11
W,SW,Dallas Mavericks,40,42,0.488,10,0,2019-02-11
W,SW,New Orleans Pelicans,38,44,0.463,3,0,2019-02-11
W,SW,Memphis Grizzlies,35,47,0.427,0,0,2019-02-11
