Conf,Div,Team,W,L,Pct,Playoffs,Top.seed,Date
E,AT,Toronto Raptors,54,28,0.659,100,39,2019-01-20
E,AT,Boston Celtics,48,34,0.585,99,1,2019-01-20
E,AT,Philadelphia 76ers,48,34,0.585,99,2,2019-01-20
E,AT,Brooklyn Nets,41,41,0.5,80,0,2019-01-20
E,AT,New York Knicks,27,55,0.329,0,0,2019-01-20
E,CE,Milwaukee Bucks,54,28,0.659,100,49,2019-01-20
E,CE,Indiana Pacers,50,32,0.61,99,7,2019-01-20
E,CE,Detroit Pistons,38,44,0.463,34,0,2019-01-20
E,CE,Chicago Bulls,25,57,0.305,0,0,2019-01-20
E,CE,Cleveland Cavaliers,24,58,0.293,0,0,2019-01-20
E,SE,Charlotte Hornets,41,41,0.5,72,0,2019-01-20
E,SE,Miami Heat,41,41,0.5,76,0,2019-01-20
E,SE,Washington Wizards,37,45,0.451,21,0,2019-01-20
E,SE,Orlando Magic,36,46,0.439,13,0,2019-01-20
E,SE,Atlanta Hawks,30,52,0.366,0,0,2019-01-20
W,NW,Denver Nuggets,51,31,0.622,99,35,2019-01-20
W,NW,Oklahoma City Thunder,47,35,0.573,90,4,2019-01-20
W,NW,Portland Trail Blazers,46,36,0.561,87,2,2019-01-20
W,NW,Utah Jazz,45,37,0.549,80,1,2019-01-20
W,NW,Minnesota Timberwolves,39,43,0.476,14,0,2019-01-20
W,PA,Golden State Warriors,52,30,0.634,99,50,2019-01-20
W,PA,Los Angeles Clippers,42,40,0.512,49,0,2019-01-20
W,PA,Los Angeles Lakers,42,40,0.512,48,0,2019-01-20
W,PA,Sacramento Kings,42,40,0.512,36,0,2019-01-20
W,PA,Phoenix Suns,26,56,0.317,0,0,2019-01-20
W,SW,Houston Rockets,45,37,0.549,80,1,2019-01-20
W,SW,San Antonio Spurs,45,37,0.549,83,1,2019-01-20
W,SW,New Orleans Pelicans,40,42,0.488,17,0,2019-01-20
W,SW,Dallas Mavericks,38,44,0.463,9,0,2019-01-20
W,SW,Memphis Grizzlies,36,46,0.439,2,0,2019-01-20
